43,48,48,48,48,48,48,48,48,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,46,46,46,46,46,46,46,46,47,-1,-1,-1,-1,-1,-1,-1,43,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,44
47,22,22,22,22,22,22,22,22,47,-1,-1,-1,-1,-1,-1,-1,47,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47
47,22,22,22,22,22,22,22,22,47,-1,-1,-1,-1,-1,-1,-1,50,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
47,22,22,22,22,22,22,22,22,47,-1,-1,-1,-1,-1,-1,-1,51,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
40,41,22,22,22,22,22,22,22,47,-1,-1,-1,-1,-1,-1,-1,51,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
-1,40,41,22,22,22,22,22,22,47,-1,-1,-1,-1,-1,-1,-1,51,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
-1,-1,47,22,22,22,22,22,22,47,-1,-1,-1,-1,-1,-1,-1,51,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
-1,41,40,22,22,22,22,22,22,49,-1,-1,-1,-1,-1,-1,-1,41,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
41,40,22,22,22,22,22,22,22,20,-1,-1,-1,-1,-1,-1,-1,47,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
47,22,22,22,22,22,22,22,22,20,-1,-1,-1,-1,-1,-1,-1,47,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
47,22,22,22,22,22,22,22,22,20,-1,-1,-1,-1,-1,-1,-1,47,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,49
47,22,22,22,22,22,22,22,22,41,-1,-1,-1,-1,-1,-1,-1,47,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20
47,22,22,22,22,22,22,22,22,42,48,48,48,48,48,48,48,45,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20
47,22,22,22,22,22,22,22,22,46,46,46,46,46,46,46,46,46,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20
47,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20
47,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20
47,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20
47,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,41
40,41,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
-1,40,41,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
-1,-1,40,41,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
-1,-1,-1,40,41,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
-1,-1,-1,-1,40,41,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,47
-1,-1,-1,-1,-1,42,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,45
-1,-1,-1,-1,-1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
